order_id,customer_id,order_date,order_status,payment_method,discount_applied,tax_amount,shipping_cost,shipment_date,delivery_date,specific_shipping_address,city,state,country,order_source
b3aea6dc_hiro2550202302_ee0e4,b3aea6dc_hiro2550202302,"2023-10-21 00:00:00",Shipped,"Credit Card",22.94,18.25,29.76,"2023-10-26 00:00:00","2023-10-27 00:00:00","43 Main St",NULL,Hiroshima,Japan,Website
b3ca9772_amit5074202201_227c6,b3ca9772_amit5074202201,"2023-01-30 00:00:00",Pending,PayPal,43.26,11.55,15.97,"2023-02-06 00:00:00","2023-02-03 00:00:00","65 Main St",NULL,Maharashtra,India,"Mobile App"
b3ca9772_amit5074202201_490a8,b3ca9772_amit5074202201,"2023-11-15 00:00:00",Returned,"Credit Card",14.86,7.47,15.98,"2023-11-19 00:00:00","2023-11-24 00:00:00","32 Main St",NULL,Maharashtra,India,"Mobile App"
b3ca9772_amit5074202201_51d69,b3ca9772_amit5074202201,"2023-03-14 00:00:00",Shipped,PayPal,38.51,7.99,19.70,"2023-03-15 00:00:00","2023-03-22 00:00:00","67 Main St",NULL,Maharashtra,India,Website
b3ca9772_amit5074202201_55da4,b3ca9772_amit5074202201,"2024-04-20 00:00:00",Pending,"Bank Transfer",13.95,15.60,35.60,"2024-04-23 00:00:00","2024-04-25 00:00:00","50 Main St",NULL,Maharashtra,India,"Social Media"
b3ca9772_amit5074202201_5d91e,b3ca9772_amit5074202201,"2023-11-16 00:00:00",Returned,"Cash on Delivery",42.80,10.17,28.40,"2023-11-19 00:00:00","2023-11-30 00:00:00","74 Main St",NULL,Maharashtra,India,"Mobile App"
b3ca9772_amit5074202201_6b85b,b3ca9772_amit5074202201,"2023-09-18 00:00:00",Pending,"Cash on Delivery",11.38,9.41,9.37,"2023-09-24 00:00:00","2023-09-29 00:00:00","21 Main St",NULL,Maharashtra,India,Website
b3ca9772_amit5074202201_6da8b,b3ca9772_amit5074202201,"2024-02-14 00:00:00",Returned,"Credit Card",13.90,17.24,23.89,"2024-02-16 00:00:00","2024-02-17 00:00:00","87 Main St",NULL,Maharashtra,India,"Social Media"
b3ca9772_amit5074202201_82322,b3ca9772_amit5074202201,"2023-05-19 00:00:00",Returned,"Credit Card",20.05,15.59,27.10,"2023-05-26 00:00:00","2023-05-24 00:00:00","41 Main St",NULL,Maharashtra,India,"Social Media"
b3ca9772_amit5074202201_84886,b3ca9772_amit5074202201,"2024-01-19 00:00:00",Returned,"Cash on Delivery",13.62,10.20,45.91,"2024-01-23 00:00:00","2024-02-02 00:00:00","76 Main St",NULL,Maharashtra,India,"Social Media"
b3ca9772_amit5074202201_b45fa,b3ca9772_amit5074202201,"2023-03-26 00:00:00",Delivered,PayPal,0.05,6.29,34.20,"2023-03-28 00:00:00","2023-03-31 00:00:00","79 Main St",NULL,Maharashtra,India,"Mobile App"
b3ca9772_amit5074202201_c0878,b3ca9772_amit5074202201,"2023-08-19 00:00:00",Cancelled,"Cash on Delivery",34.01,17.40,11.15,"2023-08-20 00:00:00","2023-08-26 00:00:00","17 Main St",NULL,Maharashtra,India,"Social Media"
b3ca9772_amit5074202201_cb36e,b3ca9772_amit5074202201,"2023-04-25 00:00:00",Cancelled,PayPal,19.40,8.21,28.95,"2023-04-26 00:00:00","2023-05-04 00:00:00","4 Main St",NULL,Maharashtra,India,"Social Media"
b3ca9772_amit5074202201_d2649,b3ca9772_amit5074202201,"2023-08-19 00:00:00",Shipped,"Bank Transfer",26.50,5.83,17.90,"2023-08-20 00:00:00","2023-08-24 00:00:00","39 Main St",NULL,Maharashtra,India,"Social Media"
b3ca9772_amit5074202201_d5772,b3ca9772_amit5074202201,"2023-11-04 00:00:00",Pending,"Credit Card",47.57,17.29,11.73,"2023-11-06 00:00:00","2023-11-18 00:00:00","33 Main St",NULL,Maharashtra,India,Website
b3ca9772_amit5074202201_d6288,b3ca9772_amit5074202201,"2023-05-08 00:00:00",Shipped,"Credit Card",28.80,9.87,22.80,"2023-05-13 00:00:00","2023-05-16 00:00:00","87 Main St",NULL,Maharashtra,India,"Mobile App"
b3ca9772_amit5074202201_d77ce,b3ca9772_amit5074202201,"2024-03-17 00:00:00",Delivered,"Credit Card",23.76,16.60,42.31,"2024-03-24 00:00:00","2024-03-20 00:00:00","42 Main St",NULL,Maharashtra,India,"Mobile App"
b43d087b_john4034202211_16a78,b43d087b_john4034202211,"2024-04-18 00:00:00",Cancelled,"Credit Card",37.53,12.04,6.53,"2024-04-19 00:00:00","2024-04-25 00:00:00","83 Main St",NULL,"New York",USA,Website
b43d087b_john4034202211_16bc3,b43d087b_john4034202211,"2023-10-20 00:00:00",Returned,PayPal,11.53,10.23,16.35,"2023-10-24 00:00:00","2023-10-31 00:00:00","87 Main St",NULL,"New York",USA,"Mobile App"
b43d087b_john4034202211_1ee8e,b43d087b_john4034202211,"2024-02-25 00:00:00",Pending,PayPal,15.37,17.07,39.17,"2024-03-03 00:00:00","2024-03-06 00:00:00","31 Main St",NULL,"New York",USA,Website
b43d087b_john4034202211_233e1,b43d087b_john4034202211,"2023-03-12 00:00:00",Pending,PayPal,21.38,12.68,33.81,"2023-03-17 00:00:00","2023-03-21 00:00:00","34 Main St",NULL,"New York",USA,"Mobile App"
b43d087b_john4034202211_385ca,b43d087b_john4034202211,"2023-01-24 00:00:00",Delivered,"Credit Card",38.15,8.67,31.76,"2023-01-31 00:00:00","2023-02-03 00:00:00","56 Main St",NULL,"New York",USA,"Mobile App"
b43d087b_john4034202211_50f76,b43d087b_john4034202211,"2023-01-20 00:00:00",Shipped,"Cash on Delivery",48.44,19.65,39.41,"2023-01-23 00:00:00","2023-01-29 00:00:00","7 Main St",NULL,"New York",USA,"Mobile App"
b43d087b_john4034202211_71fa8,b43d087b_john4034202211,"2023-07-07 00:00:00",Pending,"Bank Transfer",32.33,14.13,47.62,"2023-07-08 00:00:00","2023-07-12 00:00:00","5 Main St",NULL,"New York",USA,"Social Media"
b43d087b_john4034202211_9724b,b43d087b_john4034202211,"2023-05-31 00:00:00",Returned,"Bank Transfer",44.39,9.41,43.44,"2023-06-05 00:00:00","2023-06-03 00:00:00","16 Main St",NULL,"New York",USA,"Social Media"
b43d087b_john4034202211_a09bf,b43d087b_john4034202211,"2023-06-17 00:00:00",Delivered,PayPal,45.50,18.88,14.93,"2023-06-24 00:00:00","2023-06-29 00:00:00","64 Main St",NULL,"New York",USA,Website
b5667065_giul0112202204_001c8,b5667065_giul0112202204,"2023-11-20 00:00:00",Cancelled,"Credit Card",1.41,12.08,49.80,"2023-11-24 00:00:00","2023-11-30 00:00:00","67 Main St",NULL,Emilia-Romagna,Italy,"Mobile App"
b5667065_giul0112202204_145ab,b5667065_giul0112202204,"2024-03-13 00:00:00",Returned,"Cash on Delivery",18.60,15.98,16.99,"2024-03-19 00:00:00","2024-03-27 00:00:00","42 Main St",NULL,Emilia-Romagna,Italy,"Social Media"
b5667065_giul0112202204_1acf7,b5667065_giul0112202204,"2023-12-03 00:00:00",Delivered,"Bank Transfer",10.25,17.03,45.74,"2023-12-04 00:00:00","2023-12-07 00:00:00","14 Main St",NULL,Emilia-Romagna,Italy,Website
b5667065_giul0112202204_4af61,b5667065_giul0112202204,"2024-03-01 00:00:00",Returned,"Cash on Delivery",18.07,5.03,26.77,"2024-03-08 00:00:00","2024-03-08 00:00:00","92 Main St",NULL,Emilia-Romagna,Italy,Website
b5667065_giul0112202204_662cf,b5667065_giul0112202204,"2024-04-14 00:00:00",Pending,PayPal,5.86,6.25,39.98,"2024-04-17 00:00:00","2024-04-21 00:00:00","94 Main St",NULL,Emilia-Romagna,Italy,"Mobile App"
b5667065_giul0112202204_69234,b5667065_giul0112202204,"2023-03-21 00:00:00",Shipped,PayPal,11.94,13.13,26.86,"2023-03-27 00:00:00","2023-03-31 00:00:00","11 Main St",NULL,Emilia-Romagna,Italy,"Social Media"
b5667065_giul0112202204_82ea3,b5667065_giul0112202204,"2023-10-09 00:00:00",Pending,PayPal,4.19,15.13,47.57,"2023-10-10 00:00:00","2023-10-16 00:00:00","58 Main St",NULL,Emilia-Romagna,Italy,"Social Media"
b5667065_giul0112202204_bfbc5,b5667065_giul0112202204,"2023-06-19 00:00:00",Shipped,PayPal,33.91,6.12,44.53,"2023-06-23 00:00:00","2023-06-22 00:00:00","71 Main St",NULL,Emilia-Romagna,Italy,"Social Media"
b5667065_giul0112202204_c1579,b5667065_giul0112202204,"2023-08-12 00:00:00",Returned,"Bank Transfer",23.12,6.48,47.26,"2023-08-14 00:00:00","2023-08-20 00:00:00","34 Main St",NULL,Emilia-Romagna,Italy,"Social Media"
b5667065_giul0112202204_ea143,b5667065_giul0112202204,"2024-01-08 00:00:00",Cancelled,"Credit Card",3.76,8.43,26.12,"2024-01-12 00:00:00","2024-01-13 00:00:00","52 Main St",NULL,Emilia-Romagna,Italy,"Mobile App"
b5667065_giul0112202204_febde,b5667065_giul0112202204,"2023-02-19 00:00:00",Shipped,PayPal,15.46,5.55,35.77,"2023-02-21 00:00:00","2023-02-28 00:00:00","86 Main St",NULL,Emilia-Romagna,Italy,"Social Media"
b56db7e4_fran5203202310_35ed6,b56db7e4_fran5203202310,"2023-08-12 00:00:00",Returned,"Credit Card",36.90,10.78,26.00,"2023-08-16 00:00:00","2023-08-15 00:00:00","39 Main St",NULL,Emilia-Romagna,Italy,"Mobile App"
b56db7e4_fran5203202310_41d0a,b56db7e4_fran5203202310,"2023-12-25 00:00:00",Shipped,PayPal,1.87,8.07,32.83,"2023-12-28 00:00:00","2023-12-29 00:00:00","6 Main St",NULL,Emilia-Romagna,Italy,"Mobile App"
b56db7e4_fran5203202310_64fe1,b56db7e4_fran5203202310,"2023-12-05 00:00:00",Delivered,"Cash on Delivery",1.89,19.35,43.81,"2023-12-11 00:00:00","2023-12-16 00:00:00","42 Main St",NULL,Emilia-Romagna,Italy,"Social Media"
b56db7e4_fran5203202310_6685e,b56db7e4_fran5203202310,"2023-11-13 00:00:00",Returned,"Credit Card",23.94,5.51,43.64,"2023-11-16 00:00:00","2023-11-18 00:00:00","58 Main St",NULL,Emilia-Romagna,Italy,"Social Media"
b56db7e4_fran5203202310_69310,b56db7e4_fran5203202310,"2023-01-04 00:00:00",Pending,"Cash on Delivery",12.40,13.28,7.83,"2023-01-09 00:00:00","2023-01-17 00:00:00","54 Main St",NULL,Emilia-Romagna,Italy,Website
b56db7e4_fran5203202310_839ec,b56db7e4_fran5203202310,"2023-10-23 00:00:00",Delivered,PayPal,40.60,13.33,49.79,"2023-10-27 00:00:00","2023-10-28 00:00:00","80 Main St",NULL,Emilia-Romagna,Italy,"Social Media"
b56db7e4_fran5203202310_97c9d,b56db7e4_fran5203202310,"2024-04-14 00:00:00",Cancelled,PayPal,49.14,17.74,45.75,"2024-04-16 00:00:00","2024-04-21 00:00:00","99 Main St",NULL,Emilia-Romagna,Italy,"Mobile App"
b56db7e4_fran5203202310_d1331,b56db7e4_fran5203202310,"2024-02-20 00:00:00",Cancelled,PayPal,1.93,17.60,27.71,"2024-02-21 00:00:00","2024-03-04 00:00:00","13 Main St",NULL,Emilia-Romagna,Italy,"Social Media"
b56db7e4_fran5203202310_dc529,b56db7e4_fran5203202310,"2023-07-22 00:00:00",Delivered,PayPal,3.79,5.94,47.42,"2023-07-24 00:00:00","2023-07-31 00:00:00","10 Main St",NULL,Emilia-Romagna,Italy,Website
b56db7e4_fran5203202310_e55e9,b56db7e4_fran5203202310,"2024-01-25 00:00:00",Pending,"Credit Card",41.86,6.88,8.13,"2024-01-31 00:00:00","2024-01-31 00:00:00","44 Main St",NULL,Emilia-Romagna,Italy,"Mobile App"
b5703297_isla2163202208_00077,b5703297_isla2163202208,"2023-01-04 00:00:00",Shipped,"Cash on Delivery",12.46,19.59,26.35,"2023-01-09 00:00:00","2023-01-12 00:00:00","35 Main St",NULL,Victoria,Australia,Website
b5703297_isla2163202208_0d1c8,b5703297_isla2163202208,"2024-03-28 00:00:00",Cancelled,"Credit Card",32.78,6.08,48.92,"2024-03-31 00:00:00","2024-04-08 00:00:00","63 Main St",NULL,Victoria,Australia,Website
b5703297_isla2163202208_10bf7,b5703297_isla2163202208,"2023-05-15 00:00:00",Cancelled,"Credit Card",37.12,13.56,29.82,"2023-05-18 00:00:00","2023-05-26 00:00:00","46 Main St",NULL,Victoria,Australia,Website
b5703297_isla2163202208_1342d,b5703297_isla2163202208,"2023-10-16 00:00:00",Shipped,PayPal,34.66,6.52,18.75,"2023-10-20 00:00:00","2023-10-29 00:00:00","31 Main St",NULL,Victoria,Australia,"Social Media"
b5703297_isla2163202208_359b7,b5703297_isla2163202208,"2023-02-15 00:00:00",Shipped,"Credit Card",24.07,10.44,27.69,"2023-02-20 00:00:00","2023-02-19 00:00:00","45 Main St",NULL,Victoria,Australia,Website
b5703297_isla2163202208_3e118,b5703297_isla2163202208,"2023-08-31 00:00:00",Delivered,"Cash on Delivery",20.62,5.42,32.18,"2023-09-06 00:00:00","2023-09-08 00:00:00","52 Main St",NULL,Victoria,Australia,Website
b5703297_isla2163202208_57b59,b5703297_isla2163202208,"2023-09-10 00:00:00",Delivered,"Cash on Delivery",2.88,19.41,20.94,"2023-09-15 00:00:00","2023-09-18 00:00:00","83 Main St",NULL,Victoria,Australia,"Social Media"
b5703297_isla2163202208_800ed,b5703297_isla2163202208,"2023-11-13 00:00:00",Cancelled,"Cash on Delivery",17.01,17.72,45.23,"2023-11-14 00:00:00","2023-11-20 00:00:00","28 Main St",NULL,Victoria,Australia,"Mobile App"
b5703297_isla2163202208_a0a35,b5703297_isla2163202208,"2023-01-19 00:00:00",Delivered,PayPal,45.82,16.27,42.39,"2023-01-24 00:00:00","2023-01-22 00:00:00","15 Main St",NULL,Victoria,Australia,Website
b5703297_isla2163202208_bd3e4,b5703297_isla2163202208,"2023-08-22 00:00:00",Returned,"Bank Transfer",6.65,18.74,20.57,"2023-08-25 00:00:00","2023-08-31 00:00:00","15 Main St",NULL,Victoria,Australia,Website
b5703297_isla2163202208_be153,b5703297_isla2163202208,"2024-02-25 00:00:00",Returned,"Cash on Delivery",39.09,9.11,23.60,"2024-03-03 00:00:00","2024-03-10 00:00:00","19 Main St",NULL,Victoria,Australia,"Mobile App"
b579f499_benj3079202204_32cee,b579f499_benj3079202204,"2023-06-29 00:00:00",Cancelled,"Bank Transfer",38.63,18.52,34.68,"2023-07-06 00:00:00","2023-07-09 00:00:00","9 Main St",NULL,Quebec,Canada,"Social Media"
b579f499_benj3079202204_5b8a6,b579f499_benj3079202204,"2023-03-03 00:00:00",Delivered,"Cash on Delivery",29.90,5.83,23.56,"2023-03-09 00:00:00","2023-03-09 00:00:00","22 Main St",NULL,Quebec,Canada,"Mobile App"
b579f499_benj3079202204_6d810,b579f499_benj3079202204,"2023-10-15 00:00:00",Returned,"Cash on Delivery",29.39,5.29,15.97,"2023-10-20 00:00:00","2023-10-21 00:00:00","91 Main St",NULL,Quebec,Canada,"Mobile App"
b579f499_benj3079202204_8961c,b579f499_benj3079202204,"2024-03-07 00:00:00",Shipped,"Credit Card",46.72,9.48,32.75,"2024-03-11 00:00:00","2024-03-17 00:00:00","22 Main St",NULL,Quebec,Canada,Website
b579f499_benj3079202204_9bcd5,b579f499_benj3079202204,"2024-03-04 00:00:00",Delivered,PayPal,17.91,18.75,28.78,"2024-03-07 00:00:00","2024-03-16 00:00:00","6 Main St",NULL,Quebec,Canada,"Social Media"
b579f499_benj3079202204_a5f04,b579f499_benj3079202204,"2024-04-12 00:00:00",Delivered,PayPal,6.75,8.58,35.84,"2024-04-18 00:00:00","2024-04-25 00:00:00","70 Main St",NULL,Quebec,Canada,Website
b579f499_benj3079202204_cb9b3,b579f499_benj3079202204,"2023-12-27 00:00:00",Cancelled,"Credit Card",28.82,7.02,25.84,"2023-12-31 00:00:00","2023-12-30 00:00:00","45 Main St",NULL,Quebec,Canada,"Mobile App"
b5b57d17_fran5423202306_29b14,b5b57d17_fran5423202306,"2023-01-21 00:00:00",Delivered,"Cash on Delivery",9.26,7.61,42.62,"2023-01-24 00:00:00","2023-01-24 00:00:00","16 Main St",NULL,Campania,Italy,Website
b5b57d17_fran5423202306_3a6f5,b5b57d17_fran5423202306,"2023-05-22 00:00:00",Shipped,"Credit Card",17.03,5.91,19.50,"2023-05-26 00:00:00","2023-06-02 00:00:00","58 Main St",NULL,Campania,Italy,"Social Media"
b5b57d17_fran5423202306_44812,b5b57d17_fran5423202306,"2023-03-09 00:00:00",Returned,PayPal,27.11,12.10,47.16,"2023-03-15 00:00:00","2023-03-13 00:00:00","16 Main St",NULL,Campania,Italy,"Social Media"
b5b57d17_fran5423202306_589f9,b5b57d17_fran5423202306,"2023-03-31 00:00:00",Cancelled,"Credit Card",31.81,15.81,12.41,"2023-04-01 00:00:00","2023-04-04 00:00:00","11 Main St",NULL,Campania,Italy,"Mobile App"
b5b57d17_fran5423202306_6576c,b5b57d17_fran5423202306,"2023-05-19 00:00:00",Delivered,"Credit Card",45.20,11.14,31.22,"2023-05-25 00:00:00","2023-05-29 00:00:00","96 Main St",NULL,Campania,Italy,Website
b5b57d17_fran5423202306_6c9ae,b5b57d17_fran5423202306,"2023-07-10 00:00:00",Returned,"Cash on Delivery",32.85,18.59,21.72,"2023-07-17 00:00:00","2023-07-22 00:00:00","52 Main St",NULL,Campania,Italy,Website
b5b57d17_fran5423202306_a89a0,b5b57d17_fran5423202306,"2023-12-01 00:00:00",Shipped,"Cash on Delivery",4.44,15.51,29.54,"2023-12-05 00:00:00","2023-12-09 00:00:00","16 Main St",NULL,Campania,Italy,"Mobile App"
b5b57d17_fran5423202306_a97c2,b5b57d17_fran5423202306,"2023-02-26 00:00:00",Shipped,PayPal,25.31,13.11,14.45,"2023-03-05 00:00:00","2023-03-02 00:00:00","61 Main St",NULL,Campania,Italy,Website
b5b57d17_fran5423202306_be40b,b5b57d17_fran5423202306,"2023-12-21 00:00:00",Returned,PayPal,15.30,15.64,25.52,"2023-12-27 00:00:00","2023-12-25 00:00:00","15 Main St",NULL,Campania,Italy,"Mobile App"
b5b57d17_fran5423202306_e0a20,b5b57d17_fran5423202306,"2024-03-20 00:00:00",Delivered,"Bank Transfer",23.51,19.97,41.28,"2024-03-22 00:00:00","2024-03-23 00:00:00","88 Main St",NULL,Campania,Italy,"Social Media"
b5d2bb7c_soph5548202204_0db6f,b5d2bb7c_soph5548202204,"2023-11-13 00:00:00",Pending,PayPal,15.42,13.39,37.84,"2023-11-19 00:00:00","2023-11-19 00:00:00","2 Main St",NULL,Pennsylvania,USA,"Social Media"
b5d2bb7c_soph5548202204_1e868,b5d2bb7c_soph5548202204,"2023-04-28 00:00:00",Returned,"Bank Transfer",13.37,14.59,9.99,"2023-05-03 00:00:00","2023-05-09 00:00:00","39 Main St",NULL,Pennsylvania,USA,Website
b5d2bb7c_soph5548202204_2898a,b5d2bb7c_soph5548202204,"2023-05-01 00:00:00",Pending,PayPal,15.85,11.40,11.05,"2023-05-07 00:00:00","2023-05-11 00:00:00","23 Main St",NULL,Pennsylvania,USA,"Mobile App"
b5d2bb7c_soph5548202204_4135a,b5d2bb7c_soph5548202204,"2024-03-04 00:00:00",Returned,"Bank Transfer",29.14,7.38,8.85,"2024-03-06 00:00:00","2024-03-17 00:00:00","16 Main St",NULL,Pennsylvania,USA,Website
b5d2bb7c_soph5548202204_82183,b5d2bb7c_soph5548202204,"2023-01-02 00:00:00",Cancelled,PayPal,13.35,14.26,36.00,"2023-01-09 00:00:00","2023-01-16 00:00:00","10 Main St",NULL,Pennsylvania,USA,Website
b5d2bb7c_soph5548202204_8e4dd,b5d2bb7c_soph5548202204,"2023-09-08 00:00:00",Returned,"Bank Transfer",8.91,11.60,7.68,"2023-09-12 00:00:00","2023-09-21 00:00:00","17 Main St",NULL,Pennsylvania,USA,"Mobile App"
b5d2bb7c_soph5548202204_925b3,b5d2bb7c_soph5548202204,"2023-11-04 00:00:00",Cancelled,"Bank Transfer",31.84,19.80,10.52,"2023-11-11 00:00:00","2023-11-08 00:00:00","44 Main St",NULL,Pennsylvania,USA,Website
b5d2bb7c_soph5548202204_ca04d,b5d2bb7c_soph5548202204,"2023-12-09 00:00:00",Returned,"Cash on Delivery",13.49,10.84,22.87,"2023-12-12 00:00:00","2023-12-13 00:00:00","93 Main St",NULL,Pennsylvania,USA,Website
b5d2bb7c_soph5548202204_d4b96,b5d2bb7c_soph5548202204,"2023-02-18 00:00:00",Delivered,"Bank Transfer",14.83,11.96,34.99,"2023-02-23 00:00:00","2023-03-02 00:00:00","87 Main St",NULL,Pennsylvania,USA,Website
b61dce80_benj3643202211_0907b,b61dce80_benj3643202211,"2024-01-21 00:00:00",Returned,"Bank Transfer",43.01,11.26,44.99,"2024-01-27 00:00:00","2024-01-27 00:00:00","15 Main St",NULL,Quebec,Canada,"Mobile App"
b61dce80_benj3643202211_0f6ea,b61dce80_benj3643202211,"2023-01-08 00:00:00",Delivered,"Credit Card",42.60,16.45,30.66,"2023-01-12 00:00:00","2023-01-16 00:00:00","97 Main St",NULL,Quebec,Canada,Website
b61dce80_benj3643202211_1588a,b61dce80_benj3643202211,"2023-03-23 00:00:00",Cancelled,PayPal,41.04,18.69,42.00,"2023-03-30 00:00:00","2023-04-03 00:00:00","80 Main St",NULL,Quebec,Canada,"Social Media"
b61dce80_benj3643202211_213a4,b61dce80_benj3643202211,"2023-01-02 00:00:00",Delivered,"Cash on Delivery",49.85,18.75,25.24,"2023-01-09 00:00:00","2023-01-12 00:00:00","17 Main St",NULL,Quebec,Canada,Website
b61dce80_benj3643202211_2b492,b61dce80_benj3643202211,"2023-06-27 00:00:00",Pending,PayPal,42.13,19.92,13.03,"2023-06-29 00:00:00","2023-07-10 00:00:00","76 Main St",NULL,Quebec,Canada,"Social Media"
b61dce80_benj3643202211_50b45,b61dce80_benj3643202211,"2023-11-23 00:00:00",Pending,"Bank Transfer",34.71,15.61,33.02,"2023-11-26 00:00:00","2023-12-05 00:00:00","52 Main St",NULL,Quebec,Canada,Website
b61dce80_benj3643202211_5628e,b61dce80_benj3643202211,"2023-12-05 00:00:00",Shipped,"Cash on Delivery",46.56,7.20,40.72,"2023-12-09 00:00:00","2023-12-15 00:00:00","57 Main St",NULL,Quebec,Canada,"Mobile App"
b61dce80_benj3643202211_5a323,b61dce80_benj3643202211,"2024-03-16 00:00:00",Delivered,"Cash on Delivery",46.13,5.16,6.70,"2024-03-23 00:00:00","2024-03-21 00:00:00","52 Main St",NULL,Quebec,Canada,"Mobile App"
b61dce80_benj3643202211_6e4c4,b61dce80_benj3643202211,"2024-01-08 00:00:00",Returned,"Cash on Delivery",39.36,10.62,38.25,"2024-01-12 00:00:00","2024-01-14 00:00:00","30 Main St",NULL,Quebec,Canada,"Mobile App"
b61dce80_benj3643202211_713b0,b61dce80_benj3643202211,"2024-03-10 00:00:00",Shipped,PayPal,0.04,18.11,9.34,"2024-03-17 00:00:00","2024-03-21 00:00:00","92 Main St",NULL,Quebec,Canada,"Mobile App"
b61dce80_benj3643202211_a5a9c,b61dce80_benj3643202211,"2023-10-28 00:00:00",Shipped,"Bank Transfer",0.13,10.05,18.10,"2023-10-31 00:00:00","2023-11-03 00:00:00","58 Main St",NULL,Quebec,Canada,Website
b61dce80_benj3643202211_c579a,b61dce80_benj3643202211,"2023-08-16 00:00:00",Pending,"Bank Transfer",9.14,10.05,36.18,"2023-08-21 00:00:00","2023-08-30 00:00:00","7 Main St",NULL,Quebec,Canada,"Mobile App"
b61dce80_benj3643202211_c9bae,b61dce80_benj3643202211,"2023-08-20 00:00:00",Shipped,"Bank Transfer",6.79,13.19,43.28,"2023-08-27 00:00:00","2023-08-25 00:00:00","25 Main St",NULL,Quebec,Canada,"Mobile App"
b61dce80_benj3643202211_d7e0b,b61dce80_benj3643202211,"2023-05-13 00:00:00",Delivered,"Bank Transfer",47.82,18.53,35.13,"2023-05-18 00:00:00","2023-05-23 00:00:00","22 Main St",NULL,Quebec,Canada,"Social Media"
b61dce80_benj3643202211_fd4b4,b61dce80_benj3643202211,"2023-08-24 00:00:00",Delivered,"Cash on Delivery",21.51,5.39,33.66,"2023-08-30 00:00:00","2023-08-27 00:00:00","28 Main St",NULL,Quebec,Canada,"Mobile App"
b662ec8e_ling4774202310_205fa,b662ec8e_ling4774202310,"2024-04-24 00:00:00",Delivered,"Bank Transfer",49.63,14.55,10.48,"2024-04-25 00:00:00","2024-05-07 00:00:00","9 Main St",NULL,Singapore,Singapore,"Social Media"
b662ec8e_ling4774202310_3ce17,b662ec8e_ling4774202310,"2024-01-26 00:00:00",Shipped,"Bank Transfer",47.04,7.90,37.01,"2024-01-29 00:00:00","2024-02-06 00:00:00","25 Main St",NULL,Singapore,Singapore,"Mobile App"
b662ec8e_ling4774202310_4be76,b662ec8e_ling4774202310,"2023-10-25 00:00:00",Shipped,"Cash on Delivery",11.49,19.01,17.30,"2023-10-26 00:00:00","2023-11-05 00:00:00","33 Main St",NULL,Singapore,Singapore,Website
b662ec8e_ling4774202310_56085,b662ec8e_ling4774202310,"2024-04-18 00:00:00",Cancelled,PayPal,39.26,14.12,26.00,"2024-04-24 00:00:00","2024-04-21 00:00:00","12 Main St",NULL,Singapore,Singapore,"Mobile App"
b662ec8e_ling4774202310_573b1,b662ec8e_ling4774202310,"2023-07-14 00:00:00",Cancelled,"Credit Card",2.49,13.75,21.02,"2023-07-16 00:00:00","2023-07-22 00:00:00","52 Main St",NULL,Singapore,Singapore,Website
b662ec8e_ling4774202310_5e9a6,b662ec8e_ling4774202310,"2023-05-05 00:00:00",Pending,"Cash on Delivery",18.53,16.36,13.35,"2023-05-09 00:00:00","2023-05-11 00:00:00","12 Main St",NULL,Singapore,Singapore,Website
b662ec8e_ling4774202310_800c9,b662ec8e_ling4774202310,"2024-03-31 00:00:00",Pending,"Bank Transfer",35.85,17.88,16.39,"2024-04-02 00:00:00","2024-04-07 00:00:00","96 Main St",NULL,Singapore,Singapore,"Mobile App"
b662ec8e_ling4774202310_9eb7b,b662ec8e_ling4774202310,"2023-12-07 00:00:00",Shipped,"Cash on Delivery",18.29,17.48,30.30,"2023-12-09 00:00:00","2023-12-16 00:00:00","16 Main St",NULL,Singapore,Singapore,"Mobile App"
b662ec8e_ling4774202310_dc093,b662ec8e_ling4774202310,"2023-12-01 00:00:00",Cancelled,"Credit Card",16.51,5.41,25.85,"2023-12-03 00:00:00","2023-12-13 00:00:00","93 Main St",NULL,Singapore,Singapore,"Mobile App"
b73ee4a2_yan.5522202206_06652,b73ee4a2_yan.5522202206,"2023-12-19 00:00:00",Shipped,"Cash on Delivery",15.68,7.45,20.76,"2023-12-22 00:00:00","2024-01-01 00:00:00","29 Main St",NULL,Singapore,Singapore,"Social Media"
b73ee4a2_yan.5522202206_3cc85,b73ee4a2_yan.5522202206,"2024-01-08 00:00:00",Pending,"Bank Transfer",37.79,14.80,36.04,"2024-01-09 00:00:00","2024-01-11 00:00:00","92 Main St",NULL,Singapore,Singapore,"Mobile App"
b73ee4a2_yan.5522202206_4dd37,b73ee4a2_yan.5522202206,"2023-11-28 00:00:00",Pending,PayPal,19.99,7.02,25.99,"2023-12-03 00:00:00","2023-12-09 00:00:00","75 Main St",NULL,Singapore,Singapore,"Mobile App"
b73ee4a2_yan.5522202206_74c15,b73ee4a2_yan.5522202206,"2023-10-16 00:00:00",Shipped,"Credit Card",8.03,19.72,40.41,"2023-10-19 00:00:00","2023-10-30 00:00:00","77 Main St",NULL,Singapore,Singapore,"Mobile App"
b73ee4a2_yan.5522202206_8cd1a,b73ee4a2_yan.5522202206,"2023-01-01 00:00:00",Shipped,PayPal,46.90,17.65,14.82,"2023-01-05 00:00:00","2023-01-04 00:00:00","66 Main St",NULL,Singapore,Singapore,Website
